job_title,Coding_experience,programming_languages,IDE,Hosted_notebook,Computing_platform,Cluster
Other,10-20 years,"['Python', 'MATLAB']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,"['Python', 'R', 'C']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,5-10 years,"['Python', 'R', 'SQL', 'C++', 'Java', 'Javascript']",Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Software Engineer,20+ years,"['Python', 'R', 'SQL', 'C++', 'Java', 'Javascript']",Jupyter (JupyterLab,Kaggle Notebooks,A deep learning workstation (NVIDIA GTX,2
Machine Learning Engineer,3-5 years,"['Python', 'SQL', 'Bash', 'Other']",PyCharm,Kaggle Notebooks,A cloud computing platform (AWS,2
Other,5-10 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,< 1 years,['Python'],Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Student,< 1 years,['Python'],Visual Studio,Unknown,Unknown,0
Research Scientist,5-10 years,"['Python', 'MATLAB']",Jupyter (JupyterLab,Colab Notebooks,A deep learning workstation (NVIDIA GTX,3
Research Scientist,20+ years,"['Python', 'C', 'Bash']",Vim / Emacs,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,3-5 years,"['Python', 'R', 'SQL', 'C++', 'MATLAB']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Student,5-10 years,"['Python', 'Julia', 'Bash', 'Other']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Analyst,10-20 years,"['Python', 'SQL', 'Bash']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Currently not employed,5-10 years,"['Python', 'SQL', 'C', 'C++', 'Java', 'Bash']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Research Scientist,5-10 years,"['MATLAB', 'Other']",Visual Studio,Unknown,A personal computer or laptop,0
Product/Project Manager,< 1 years,['Java'],MATLAB,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,10-20 years,"['SQL', 'Java', 'Javascript', 'Other']",RStudio,Colab Notebooks,A personal computer or laptop,3
Data Scientist,10-20 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Currently not employed,3-5 years,"['Python', 'C', 'C++', 'MATLAB']",Spyder,Kaggle Notebooks,A personal computer or laptop,1
Machine Learning Engineer,5-10 years,"['Python', 'SQL', 'Java']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Data Analyst,1-2 years,"['Python', 'SQL']",Visual Studio,Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,"['Python', 'R', 'SQL', 'C', 'Java']",Visual Studio Code (VSCode),Unknown,Unknown,0
Currently not employed,< 1 years,"['Python', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Analyst,1-2 years,"['Python', 'SQL']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Currently not employed,< 1 years,"['Python', 'R']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Student,< 1 years,['Python'],RStudio,Unknown,Unknown,0
Student,3-5 years,"['Python', 'Java']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Machine Learning Engineer,10-20 years,"['Python', 'Java']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Student,5-10 years,"['Python', 'C', 'C++']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Student,< 1 years,"['Python', 'MATLAB']",Visual Studio,Other,A personal computer or laptop,3
Data Scientist,10-20 years,"['Python', 'SQL', 'Bash']",Jupyter (JupyterLab,Databricks Collaborative Notebooks,A cloud computing platform (AWS,2
Data Scientist,10-20 years,"['Python', 'SQL', 'Bash']",Jupyter (JupyterLab,Unknown,Other,0
Data Analyst,3-5 years,"['Python', 'SQL']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Software Engineer,20+ years,"['Python', 'C', 'Other']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Research Scientist,10-20 years,"['Python', 'MATLAB']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Data Scientist,1-2 years,"['Python', 'R', 'SQL']",RStudio,Kaggle Notebooks,A deep learning workstation (NVIDIA GTX,2
Student,< 1 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Other,A personal computer or laptop,3
Software Engineer,1-2 years,"['Java', 'Other']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Data Analyst,5-10 years,['Python'],Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Research Scientist,5-10 years,"['Java', 'MATLAB']",RStudio,IBM Watson Studio,A personal computer or laptop,3
Student,1-2 years,"['Python', 'SQL', 'Java']",Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Other,5-10 years,"['Python', 'Java']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Business Analyst,< 1 years,"['Python', 'SQL']",Jupyter (JupyterLab,Other,A personal computer or laptop,3
Student,< 1 years,"['Python', 'R']",Visual Studio Code (VSCode),Unknown,A personal computer or laptop,0
Student,1-2 years,"['Python', 'R', 'C', 'C++', 'MATLAB']",Unknown,Unknown,Unknown,0
Student,3-5 years,"['Python', 'R', 'MATLAB']",RStudio,IBM Watson Studio,A personal computer or laptop,3
Data Scientist,3-5 years,"['Python', 'Javascript']",Visual Studio Code (VSCode),Unknown,A personal computer or laptop,0
Data Analyst,3-5 years,"['Python', 'SQL', 'Other']",Visual Studio,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,5-10 years,"['Python', 'SQL', 'Java', 'Bash']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Analyst,20+ years,"['Python', 'SQL']",Spyder,Unknown,A personal computer or laptop,0
Student,1-2 years,"['Python', 'Java']",PyCharm,Unknown,A personal computer or laptop,0
Other,3-5 years,"['Python', 'C', 'Bash', 'MATLAB']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Product/Project Manager,5-10 years,"['Python', 'R', 'SQL', 'C']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Statistician,3-5 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Data Scientist,5-10 years,"['Python', 'R', 'C', 'C++', 'Java', 'MATLAB']",Jupyter (JupyterLab,Kaggle Notebooks,A deep learning workstation (NVIDIA GTX,2
Data Scientist,3-5 years,"['Python', 'C++']",Visual Studio Code (VSCode),Colab Notebooks,A personal computer or laptop,3
Other,1-2 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,3-5 years,"['Python', 'C', 'C++']",Visual Studio Code (VSCode),Colab Notebooks,A deep learning workstation (NVIDIA GTX,3
Currently not employed,< 1 years,['Python'],Unknown,Other,A personal computer or laptop,3
Student,3-5 years,"['Python', 'C++', 'Java']",PyCharm,Unknown,A personal computer or laptop,0
Currently not employed,1-2 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Student,< 1 years,"['Python', 'MATLAB']",Jupyter (JupyterLab,IBM Watson Studio,A personal computer or laptop,3
Student,< 1 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Product/Project Manager,5-10 years,"['SQL', 'Java', 'Other']",Unknown,Unknown,A personal computer or laptop,0
Data Scientist,5-10 years,"['Python', 'R']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Software Engineer,3-5 years,"['SQL', 'Other']",Visual Studio Code (VSCode),Unknown,A personal computer or laptop,0
Product/Project Manager,3-5 years,"['Python', 'Java', 'Javascript']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Software Engineer,1-2 years,"['Python', 'C++']",Jupyter (JupyterLab,Unknown,A deep learning workstation (NVIDIA GTX,0
Machine Learning Engineer,5-10 years,"['Python', 'SQL', 'C', 'C++', 'Java', 'Javascript']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Student,5-10 years,"['Python', 'SQL', 'C', 'C++', 'Java', 'Javascript']",Visual Studio,Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,"['Python', 'Java']",Spyder,Google Cloud AI Platform Notebooks,A cloud computing platform (AWS,2
Student,< 1 years,"['Python', 'C', 'C++', 'Java', 'Julia']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Currently not employed,3-5 years,"['Python', 'C++', 'Java', 'Javascript', 'MATLAB']",Jupyter (JupyterLab,IBM Watson Studio,A personal computer or laptop,3
Data Analyst,5-10 years,"['R', 'SQL', 'C']",RStudio,Unknown,A personal computer or laptop,0
Student,3-5 years,"['Python', 'SQL', 'C++']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Data Engineer,10-20 years,"['SQL', 'Java']",Visual Studio,Azure Notebooks,A personal computer or laptop,3
Student,5-10 years,"['Python', 'Bash']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Data Analyst,1-2 years,"['Python', 'R', 'SQL']",RStudio,Kaggle Notebooks,A personal computer or laptop,1
Other,10-20 years,"['Python', 'R', 'C', 'Java']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Student,3-5 years,"['Python', 'R']",RStudio,Unknown,A personal computer or laptop,0
Machine Learning Engineer,10-20 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Machine Learning Engineer,3-5 years,"['Python', 'Bash']",Visual Studio Code (VSCode),Kaggle Notebooks,A cloud computing platform (AWS,2
Currently not employed,1-2 years,"['Python', 'R']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Analyst,3-5 years,"['Python', 'C']",Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Data Analyst,3-5 years,"['Python', 'R', 'SQL']",RStudio,Unknown,A personal computer or laptop,0
Business Analyst,1-2 years,['Python'],PyCharm,Kaggle Notebooks,A personal computer or laptop,1
Data Analyst,3-5 years,"['Python', 'R', 'SQL']",RStudio,Unknown,A personal computer or laptop,0
Research Scientist,< 1 years,"['Python', 'R']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Currently not employed,< 1 years,"['Python', 'SQL', 'C', 'Java']",Jupyter (JupyterLab,Unknown,Unknown,0
Business Analyst,< 1 years,['Julia'],Unknown,Unknown,Unknown,0
Student,1-2 years,"['Python', 'R', 'SQL', 'Java', 'MATLAB']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Business Analyst,1-2 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,"['Python', 'C++', 'MATLAB', 'Other']",Jupyter (JupyterLab,Colab Notebooks,A deep learning workstation (NVIDIA GTX,3
Machine Learning Engineer,5-10 years,['Python'],Visual Studio Code (VSCode),Colab Notebooks,A cloud computing platform (AWS,2
Software Engineer,20+ years,"['Python', 'C', 'C++', 'Javascript']",Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Data Scientist,10-20 years,"['Python', 'SQL', 'Java', 'Javascript', 'Bash']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Data Scientist,5-10 years,"['Python', 'C', 'C++', 'MATLAB']",Visual Studio,Unknown,A personal computer or laptop,0
Software Engineer,5-10 years,"['Python', 'SQL', 'C', 'C++', 'Javascript']",Visual Studio,Kaggle Notebooks,A personal computer or laptop,1
Product/Project Manager,20+ years,['Python'],PyCharm,Google Cloud AI Platform Notebooks,A deep learning workstation (NVIDIA GTX,2
Student,3-5 years,"['Python', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Data Analyst,3-5 years,"['Python', 'SQL']",Visual Studio Code (VSCode),Kaggle Notebooks,A personal computer or laptop,1
Research Scientist,3-5 years,"['Python', 'C', 'Java', 'MATLAB']",PyCharm,Colab Notebooks,A personal computer or laptop,3
Student,3-5 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A deep learning workstation (NVIDIA GTX,3
Currently not employed,5-10 years,"['Python', 'R', 'C', 'Javascript']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Research Scientist,3-5 years,['Python'],Unknown,Unknown,Unknown,0
Other,3-5 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Research Scientist,5-10 years,"['Python', 'R', 'SQL', 'C', 'C++', 'Java', 'Javascript', 'MATLAB']",Jupyter (JupyterLab,Kaggle Notebooks,A deep learning workstation (NVIDIA GTX,2
Data Analyst,1-2 years,"['Python', 'SQL']",Jupyter (JupyterLab,IBM Watson Studio,A cloud computing platform (AWS,2
Data Scientist,3-5 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Student,1-2 years,['Python'],PyCharm,Kaggle Notebooks,A cloud computing platform (AWS,2
Software Engineer,20+ years,"['Python', 'SQL', 'Java']",Jupyter (JupyterLab,Amazon Sagemaker Studio,A cloud computing platform (AWS,2
Machine Learning Engineer,3-5 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,< 1 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Student,< 1 years,"['Python', 'R']",PyCharm,Unknown,A personal computer or laptop,0
Machine Learning Engineer,< 1 years,"['Python', 'MATLAB']",MATLAB,Other,A personal computer or laptop,3
Student,1-2 years,"['Python', 'C']",Unknown,Unknown,Unknown,0
Data Analyst,1-2 years,"['Python', 'SQL']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Data Analyst,1-2 years,"['Python', 'R']",RStudio,Unknown,A personal computer or laptop,0
Student,5-10 years,"['Python', 'SQL', 'Other']",Unknown,Unknown,Unknown,0
Data Scientist,5-10 years,"['Python', 'R', 'SQL', 'MATLAB']",Jupyter (JupyterLab,Colab Notebooks,A cloud computing platform (AWS,2
Currently not employed,1-2 years,"['Python', 'SQL', 'C', 'Java']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Student,1-2 years,"['Python', 'C', 'Java', 'Javascript']",Visual Studio,Colab Notebooks,A personal computer or laptop,3
Business Analyst,3-5 years,"['SQL', 'Other']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,"['Python', 'MATLAB']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Student,1-2 years,"['Python', 'Java']",Jupyter (JupyterLab,Colab Notebooks,A deep learning workstation (NVIDIA GTX,3
Software Engineer,5-10 years,"['Python', 'C++']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Data Analyst,< 1 years,['Python'],PyCharm,Unknown,A personal computer or laptop,0
Student,5-10 years,"['Python', 'MATLAB']",Sublime Text,Colab Notebooks,A deep learning workstation (NVIDIA GTX,3
Other,< 1 years,"['Python', 'R', 'SQL', 'Java', 'Javascript']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,10-20 years,"['Python', 'R', 'Julia']",Visual Studio Code (VSCode),Databricks Collaborative Notebooks,A personal computer or laptop,3
Data Scientist,3-5 years,"['Python', 'R', 'SQL', 'Java']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Other,< 1 years,['Python'],Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Research Scientist,20+ years,"['Python', 'C', 'MATLAB', 'Other']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Software Engineer,1-2 years,"['Python', 'R', 'SQL', 'C++', 'Java', 'Javascript']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Other,1-2 years,"['Python', 'SQL', 'C', 'C++', 'Javascript', 'MATLAB']",Visual Studio Code (VSCode),Colab Notebooks,A personal computer or laptop,3
Software Engineer,1-2 years,"['Python', 'SQL', 'C++']",Visual Studio Code (VSCode),Code Ocean,A deep learning workstation (NVIDIA GTX,2
Machine Learning Engineer,1-2 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A deep learning workstation (NVIDIA GTX,1
Student,10-20 years,"['Python', 'SQL', 'Javascript']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,['Python'],PyCharm,Azure Notebooks,A personal computer or laptop,3
Research Scientist,5-10 years,"['Python', 'SQL', 'Java']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Research Scientist,3-5 years,['Python'],Visual Studio Code (VSCode),Unknown,A personal computer or laptop,0
Data Scientist,3-5 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Student,3-5 years,"['Python', 'C']",Spyder,Kaggle Notebooks,A deep learning workstation (NVIDIA GTX,1
Data Engineer,5-10 years,['SQL'],Visual Studio,Unknown,A personal computer or laptop,0
Student,3-5 years,"['C++', 'Java']",Visual Studio Code (VSCode),Unknown,A personal computer or laptop,0
Research Scientist,3-5 years,"['Python', 'Bash']",Jupyter (JupyterLab,Unknown,A deep learning workstation (NVIDIA GTX,0
Software Engineer,5-10 years,"['SQL', 'Javascript', 'Other']",Visual Studio,IBM Watson Studio,A personal computer or laptop,3
Data Engineer,10-20 years,"['SQL', 'Java', 'Javascript']",Visual Studio Code (VSCode),Google Cloud Datalab Notebooks,A personal computer or laptop,3
Software Engineer,< 1 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Business Analyst,< 1 years,['Python'],Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Data Scientist,1-2 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,"['Python', 'C++']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Other,5-10 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Analyst,5-10 years,"['Python', 'R', 'Bash', 'Other']",Visual Studio Code (VSCode),Other,A personal computer or laptop,3
Software Engineer,5-10 years,"['Python', 'C++']",Visual Studio,Unknown,A personal computer or laptop,0
Software Engineer,20+ years,"['Python', 'C', 'C++', 'Other']",Visual Studio,Kaggle Notebooks,A cloud computing platform (AWS,2
Machine Learning Engineer,5-10 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A cloud computing platform (AWS,2
Data Analyst,< 1 years,['Python'],Unknown,Kaggle Notebooks,A cloud computing platform (AWS,2
Research Scientist,5-10 years,"['Python', 'Java', 'Bash']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Statistician,1-2 years,"['Python', 'R', 'Bash']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Data Engineer,3-5 years,"['Python', 'SQL', 'Java']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Research Scientist,3-5 years,"['Python', 'SQL', 'C', 'C++', 'Javascript']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Product/Project Manager,< 1 years,"['SQL', 'Java']",Visual Studio,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,10-20 years,"['Python', 'SQL', 'Javascript']",Jupyter (JupyterLab,Unknown,A cloud computing platform (AWS,2
Other,3-5 years,"['Python', 'R', 'SQL', 'C', 'C++', 'Java']",Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Software Engineer,1-2 years,"['Python', 'Javascript', 'Other']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Machine Learning Engineer,< 1 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A cloud computing platform (AWS,2
Machine Learning Engineer,3-5 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Research Scientist,3-5 years,"['Python', 'Bash']",Jupyter (JupyterLab,Colab Notebooks,A cloud computing platform (AWS,2
Software Engineer,5-10 years,"['Python', 'C++']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Analyst,1-2 years,"['Python', 'SQL', 'Javascript', 'Bash']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Student,1-2 years,"['Python', 'C++']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Student,3-5 years,"['Python', 'SQL', 'Java']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,3-5 years,"['Python', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,['R'],RStudio,Unknown,A personal computer or laptop,0
Data Analyst,1-2 years,"['Python', 'C++', 'Other']",Visual Studio,Google Cloud Datalab Notebooks,A personal computer or laptop,3
Student,< 1 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Other,< 1 years,"['Python', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Engineer,5-10 years,"['Python', 'SQL', 'C', 'C++', 'Java', 'Javascript', 'MATLAB']",MATLAB,Unknown,A personal computer or laptop,0
Student,1-2 years,"['Python', 'SQL', 'C', 'Java', 'Javascript', 'MATLAB']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Data Scientist,10-20 years,"['Python', 'SQL', 'Bash']",Jupyter (JupyterLab,Google Cloud Datalab Notebooks,A cloud computing platform (AWS,2
Data Analyst,3-5 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Student,1-2 years,"['Python', 'C', 'Javascript']",Visual Studio,Google Cloud AI Platform Notebooks,A personal computer or laptop,3
Student,3-5 years,"['Python', 'MATLAB']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Data Scientist,5-10 years,"['Python', 'R', 'SQL', 'Julia', 'Bash']",RStudio,Unknown,A personal computer or laptop,0
Other,10-20 years,"['Python', 'MATLAB']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Other,1-2 years,"['Python', 'Java']",Unknown,Unknown,Unknown,0
Student,< 1 years,"['Python', 'MATLAB']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,3-5 years,"['Python', 'SQL', 'C++', 'Java', 'Javascript']",Visual Studio,Unknown,A personal computer or laptop,0
Research Scientist,5-10 years,['Python'],Jupyter (JupyterLab,Unknown,Unknown,0
Data Scientist,5-10 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Colab Notebooks,A cloud computing platform (AWS,2
Machine Learning Engineer,1-2 years,"['Python', 'C++']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,5-10 years,"['Python', 'R', 'SQL', 'Bash']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,3-5 years,"['Python', 'R', 'C', 'C++', 'Java']",Unknown,Unknown,Unknown,0
Data Scientist,5-10 years,"['Python', 'SQL']",Jupyter (JupyterLab,Unknown,A cloud computing platform (AWS,2
Student,1-2 years,"['Python', 'C', 'C++']",Jupyter (JupyterLab,Colab Notebooks,A cloud computing platform (AWS,2
Data Scientist,3-5 years,"['Python', 'SQL']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Data Scientist,3-5 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Colab Notebooks,A cloud computing platform (AWS,2
Data Analyst,5-10 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Other,< 1 years,['Python'],Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Data Scientist,3-5 years,"['Python', 'C++']",Sublime Text,Unknown,A deep learning workstation (NVIDIA GTX,0
Other,20+ years,"['Python', 'SQL', 'Bash', 'Other']",Vim / Emacs,Unknown,A personal computer or laptop,0
Currently not employed,3-5 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,"['Python', 'SQL', 'Java']",Visual Studio,Unknown,A personal computer or laptop,0
Data Scientist,5-10 years,"['Python', 'SQL', 'Java']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Student,< 1 years,"['Python', 'R']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Other,5-10 years,"['Python', 'C++', 'Bash']",RStudio,Unknown,A personal computer or laptop,0
Product/Project Manager,20+ years,"['Python', 'C++', 'Other']",Visual Studio Code (VSCode),Unknown,A personal computer or laptop,0
Student,< 1 years,"['Python', 'R']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,3-5 years,"['Python', 'R', 'Javascript']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Currently not employed,< 1 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Student,< 1 years,"['Python', 'C', 'C++']",Visual Studio,Unknown,A personal computer or laptop,0
Machine Learning Engineer,10-20 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Product/Project Manager,5-10 years,"['Python', 'Other']",Other,Unknown,A personal computer or laptop,0
Business Analyst,< 1 years,"['Python', 'SQL', 'Bash']",Other,Unknown,A personal computer or laptop,0
Software Engineer,5-10 years,"['Python', 'SQL', 'C', 'Java', 'Javascript']",Visual Studio Code (VSCode),Unknown,A personal computer or laptop,0
Student,3-5 years,"['Python', 'MATLAB']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Software Engineer,1-2 years,"['Python', 'SQL', 'C++', 'Java', 'Javascript']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,5-10 years,"['Python', 'SQL', 'Javascript', 'Bash', 'Other']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Machine Learning Engineer,1-2 years,"['Python', 'C', 'C++']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,10-20 years,['Python'],Sublime Text,Unknown,A personal computer or laptop,0
Machine Learning Engineer,10-20 years,"['Python', 'R', 'SQL', 'C', 'C++', 'Java', 'MATLAB']",Sublime Text,Google Cloud AI Platform Notebooks,A personal computer or laptop,3
Other,20+ years,"['Python', 'SQL', 'C', 'Bash']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Data Engineer,3-5 years,"['Python', 'SQL', 'Bash']",Jupyter (JupyterLab,Databricks Collaborative Notebooks,A cloud computing platform (AWS,2
Student,5-10 years,"['Python', 'SQL', 'C']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Research Scientist,10-20 years,"['SQL', 'C', 'C++', 'MATLAB', 'Other']",RStudio,Unknown,A personal computer or laptop,0
Student,1-2 years,"['Python', 'SQL', 'Javascript']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Student,5-10 years,"['Python', 'C', 'Java']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Student,5-10 years,"['Python', 'R', 'Bash']",RStudio,Unknown,A personal computer or laptop,0
Machine Learning Engineer,< 1 years,"['Python', 'SQL']",Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Software Engineer,3-5 years,"['C++', 'Other']",Visual Studio Code (VSCode),Colab Notebooks,A personal computer or laptop,3
